id,Year,name,fuel,capex,fom,vom,lifetime,initial_capacity_lifetime,discount_rate,heat_rate_base,heat_rate_incr,unit_size,node,max_build,min_build,initial_capacity,fixed_capacity_gw,line,unit_type,scenarios,near_optimum,range_group,min_load_pct,ramp_rate_pct,start_cost_per_mw,retrofit_group,retrofit_cap
3221,2037,micro_hydro_apb3,water,2461.7,50.0,0.6,50,50,0.1,0,0.0,0.01,APB3,0.0,0,0.04283,,other_connections,baseload,ce_more_baseload,False,,,0.5,,,
3222,2038,micro_hydro_apb3,water,2452.8,50.0,0.6,50,50,0.1,0,0.0,0.01,APB3,0.0,0,0.04283,,other_connections,baseload,ce_more_baseload,False,,,0.5,,,
3223,2039,micro_hydro_apb3,water,2443.9,50.0,0.6,50,50,0.1,0,0.0,0.01,APB3,0.0,0,0.04283,,other_connections,baseload,ce_more_baseload,False,,,0.5,,,
3224,2040,micro_hydro_apb3,water,2435.0,50.0,0.6,50,50,0.1,0,0.0,0.01,APB3,0.0,0,0.04283,,other_connections,baseload,ce_more_baseload,False,,,0.5,,,
3225,2041,micro_hydro_apb3,water,2426.0,50.0,0.6,50,50,0.1,0,0.0,0.01,APB3,0.0,0,0.04283,,other_connections,baseload,ce_more_baseload,False,,,0.5,,,
3226,2042,micro_hydro_apb3,water,2417.0,50.0,0.6,50,50,0.1,0,0.0,0.01,APB3,0.0,0,0.04283,,other_connections,baseload,ce_more_baseload,False,,,0.5,,,
3227,2043,micro_hydro_apb3,water,2408.0,50.0,0.6,50,50,0.1,0,0.0,0.01,APB3,0.0,0,0.04283,,other_connections,baseload,ce_more_baseload,False,,,0.5,,,
3228,2044,micro_hydro_apb3,water,2399.0,50.0,0.6,50,50,0.1,0,0.0,0.01,APB3,0.0,0,0.04283,,other_connections,baseload,ce_more_baseload,False,,,0.5,,,
3229,2045,micro_hydro_apb3,water,2390.0,50.0,0.6,50,50,0.1,0,0.0,0.01,APB3,0.0,0,0.04283,,other_connections,baseload,ce_more_baseload,False,,,0.5,,,
3230,2046,micro_hydro_apb3,water,2381.0,50.0,0.6,50,50,0.1,0,0.0,0.01,APB3,0.0,0,0.04283,,other_connections,baseload,ce_more_baseload,False,,,0.5,,,
3231,2047,micro_hydro_apb3,water,2372.0,50.0,0.6,50,50,0.1,0,0.0,0.01,APB3,0.0,0,0.04283,,other_connections,baseload,ce_more_baseload,False,,,0.5,,,
3232,2048,micro_hydro_apb3,water,2363.0,50.0,0.6,50,50,0.1,0,0.0,0.01,APB3,0.0,0,0.04283,,other_connections,baseload,ce_more_baseload,False,,,0.5,,,
3233,2049,micro_hydro_apb3,water,2354.0,50.0,0.6,50,50,0.1,0,0.0,0.01,APB3,0.0,0,0.04283,,other_connections,baseload,ce_more_baseload,False,,,0.5,,,
3234,2050,micro_hydro_apb3,water,2345.0,50.0,0.6,50,50,0.1,0,0.0,0.01,APB3,0.0,0,0.04283,,other_connections,baseload,ce_more_baseload,False,,,0.5,,,
3235,2051,micro_hydro_apb3,water,2336.4,50.0,0.6,50,50,0.1,0,0.0,0.01,APB3,0.0,0,0.04283,,other_connections,baseload,ce_more_baseload,False,,,0.5,,,
3236,2052,micro_hydro_apb3,water,2327.8,50.0,0.6,50,50,0.1,0,0.0,0.01,APB3,0.0,0,0.04283,,other_connections,baseload,ce_more_baseload,False,,,0.5,,,
3237,2053,micro_hydro_apb3,water,2319.2,50.0,0.6,50,50,0.1,0,0.0,0.01,APB3,0.0,0,0.04283,,other_connections,baseload,ce_more_baseload,False,,,0.5,,,
3238,2054,micro_hydro_apb3,water,2310.6,50.0,0.6,50,50,0.1,0,0.0,0.01,APB3,0.0,0,0.04283,,other_connections,baseload,ce_more_baseload,False,,,0.5,,,
3239,2055,micro_hydro_apb3,water,2302.0,50.0,0.6,50,50,0.1,0,0.0,0.01,APB3,0.0,0,0.04283,,other_connections,baseload,ce_more_baseload,False,,,0.5,,,
3240,2056,micro_hydro_apb3,water,2293.4,50.0,0.6,50,50,0.1,0,0.0,0.01,APB3,0.0,0,0.04283,,other_connections,baseload,ce_more_baseload,False,,,0.5,,,
3241,2057,micro_hydro_apb3,water,2284.8,50.0,0.6,50,50,0.1,0,0.0,0.01,APB3,0.0,0,0.04283,,other_connections,baseload,ce_more_baseload,False,,,0.5,,,
3242,2058,micro_hydro_apb3,water,2276.2,50.0,0.6,50,50,0.1,0,0.0,0.01,APB3,0.0,0,0.04283,,other_connections,baseload,ce_more_baseload,False,,,0.5,,,
3243,2059,micro_hydro_apb3,water,2267.6,50.0,0.6,50,50,0.1,0,0.0,0.01,APB3,0.0,0,0.04283,,other_connections,baseload,ce_more_baseload,False,,,0.5,,,
3244,2060,micro_hydro_apb3,water,2259.0,50.0,0.6,50,50,0.1,0,0.0,0.01,APB3,0.0,0,0.04283,,other_connections,baseload,ce_more_baseload,False,,,0.5,,,
3245,2025,micro_hydro_apb4,water,2629.0,50.0,0.6,50,50,0.1,0,0.0,0.01,APB4,0.0,0,0.01143,,other_connections,baseload,ce_more_baseload,False,,,0.5,,,
3246,2026,micro_hydro_apb4,water,2608.0,50.0,0.6,50,50,0.1,0,0.0,0.01,APB4,0.0,0,0.01143,,other_connections,baseload,ce_more_baseload,False,,,0.5,,,
3247,2027,micro_hydro_apb4,water,2587.0,50.0,0.6,50,50,0.1,0,0.0,0.01,APB4,0.0,0,0.01143,,other_connections,baseload,ce_more_baseload,False,,,0.5,,,
3248,2028,micro_hydro_apb4,water,2566.0,50.0,0.6,50,50,0.1,0,0.0,0.01,APB4,0.0,0,0.01143,,other_connections,baseload,ce_more_baseload,False,,,0.5,,,
3249,2029,micro_hydro_apb4,water,2545.0,50.0,0.6,50,50,0.1,0,0.0,0.01,APB4,0.0,0,0.01143,,other_connections,baseload,ce_more_baseload,False,,,0.5,,,
3250,2030,micro_hydro_apb4,water,2524.0,50.0,0.6,50,50,0.1,0,0.0,0.01,APB4,0.0,0,0.01143,,other_connections,baseload,ce_more_baseload,False,,,0.5,,,
3251,2031,micro_hydro_apb4,water,2515.1,50.0,0.6,50,50,0.1,0,0.0,0.01,APB4,0.0,0,0.01143,,other_connections,baseload,ce_more_baseload,False,,,0.5,,,
3252,2032,micro_hydro_apb4,water,2506.2,50.0,0.6,50,50,0.1,0,0.0,0.01,APB4,0.0,0,0.01143,,other_connections,baseload,ce_more_baseload,False,,,0.5,,,
3253,2033,micro_hydro_apb4,water,2497.3,50.0,0.6,50,50,0.1,0,0.0,0.01,APB4,0.0,0,0.01143,,other_connections,baseload,ce_more_baseload,False,,,0.5,,,
3254,2034,micro_hydro_apb4,water,2488.4,50.0,0.6,50,50,0.1,0,0.0,0.01,APB4,0.0,0,0.01143,,other_connections,baseload,ce_more_baseload,False,,,0.5,,,
3255,2035,micro_hydro_apb4,water,2479.5,50.0,0.6,50,50,0.1,0,0.0,0.01,APB4,0.0,0,0.01143,,other_connections,baseload,ce_more_baseload,False,,,0.5,,,
3256,2036,micro_hydro_apb4,water,2470.6,50.0,0.6,50,50,0.1,0,0.0,0.01,APB4,0.0,0,0.01143,,other_connections,baseload,ce_more_baseload,False,,,0.5,,,
3257,2037,micro_hydro_apb4,water,2461.7,50.0,0.6,50,50,0.1,0,0.0,0.01,APB4,0.0,0,0.01143,,other_connections,baseload,ce_more_baseload,False,,,0.5,,,
3258,2038,micro_hydro_apb4,water,2452.8,50.0,0.6,50,50,0.1,0,0.0,0.01,APB4,0.0,0,0.01143,,other_connections,baseload,ce_more_baseload,False,,,0.5,,,
3259,2039,micro_hydro_apb4,water,2443.9,50.0,0.6,50,50,0.1,0,0.0,0.01,APB4,0.0,0,0.01143,,other_connections,baseload,ce_more_baseload,False,,,0.5,,,
3260,2040,micro_hydro_apb4,water,2435.0,50.0,0.6,50,50,0.1,0,0.0,0.01,APB4,0.0,0,0.01143,,other_connections,baseload,ce_more_baseload,False,,,0.5,,,
3261,2041,micro_hydro_apb4,water,2426.0,50.0,0.6,50,50,0.1,0,0.0,0.01,APB4,0.0,0,0.01143,,other_connections,baseload,ce_more_baseload,False,,,0.5,,,
3262,2042,micro_hydro_apb4,water,2417.0,50.0,0.6,50,50,0.1,0,0.0,0.01,APB4,0.0,0,0.01143,,other_connections,baseload,ce_more_baseload,False,,,0.5,,,
3263,2043,micro_hydro_apb4,water,2408.0,50.0,0.6,50,50,0.1,0,0.0,0.01,APB4,0.0,0,0.01143,,other_connections,baseload,ce_more_baseload,False,,,0.5,,,
3264,2044,micro_hydro_apb4,water,2399.0,50.0,0.6,50,50,0.1,0,0.0,0.01,APB4,0.0,0,0.01143,,other_connections,baseload,ce_more_baseload,False,,,0.5,,,
3265,2045,micro_hydro_apb4,water,2390.0,50.0,0.6,50,50,0.1,0,0.0,0.01,APB4,0.0,0,0.01143,,other_connections,baseload,ce_more_baseload,False,,,0.5,,,
3266,2046,micro_hydro_apb4,water,2381.0,50.0,0.6,50,50,0.1,0,0.0,0.01,APB4,0.0,0,0.01143,,other_connections,baseload,ce_more_baseload,False,,,0.5,,,
3267,2047,micro_hydro_apb4,water,2372.0,50.0,0.6,50,50,0.1,0,0.0,0.01,APB4,0.0,0,0.01143,,other_connections,baseload,ce_more_baseload,False,,,0.5,,,
3268,2048,micro_hydro_apb4,water,2363.0,50.0,0.6,50,50,0.1,0,0.0,0.01,APB4,0.0,0,0.01143,,other_connections,baseload,ce_more_baseload,False,,,0.5,,,
3269,2049,micro_hydro_apb4,water,2354.0,50.0,0.6,50,50,0.1,0,0.0,0.01,APB4,0.0,0,0.01143,,other_connections,baseload,ce_more_baseload,False,,,0.5,,,
3270,2050,micro_hydro_apb4,water,2345.0,50.0,0.6,50,50,0.1,0,0.0,0.01,APB4,0.0,0,0.01143,,other_connections,baseload,ce_more_baseload,False,,,0.5,,,
3271,2051,micro_hydro_apb4,water,2336.4,50.0,0.6,50,50,0.1,0,0.0,0.01,APB4,0.0,0,0.01143,,other_connections,baseload,ce_more_baseload,False,,,0.5,,,
3272,2052,micro_hydro_apb4,water,2327.8,50.0,0.6,50,50,0.1,0,0.0,0.01,APB4,0.0,0,0.01143,,other_connections,baseload,ce_more_baseload,False,,,0.5,,,
3273,2053,micro_hydro_apb4,water,2319.2,50.0,0.6,50,50,0.1,0,0.0,0.01,APB4,0.0,0,0.01143,,other_connections,baseload,ce_more_baseload,False,,,0.5,,,
3274,2054,micro_hydro_apb4,water,2310.6,50.0,0.6,50,50,0.1,0,0.0,0.01,APB4,0.0,0,0.01143,,other_connections,baseload,ce_more_baseload,False,,,0.5,,,
3275,2055,micro_hydro_apb4,water,2302.0,50.0,0.6,50,50,0.1,0,0.0,0.01,APB4,0.0,0,0.01143,,other_connections,baseload,ce_more_baseload,False,,,0.5,,,
3276,2056,micro_hydro_apb4,water,2293.4,50.0,0.6,50,50,0.1,0,0.0,0.01,APB4,0.0,0,0.01143,,other_connections,baseload,ce_more_baseload,False,,,0.5,,,
3277,2057,micro_hydro_apb4,water,2284.8,50.0,0.6,50,50,0.1,0,0.0,0.01,APB4,0.0,0,0.01143,,other_connections,baseload,ce_more_baseload,False,,,0.5,,,
3278,2058,micro_hydro_apb4,water,2276.2,50.0,0.6,50,50,0.1,0,0.0,0.01,APB4,0.0,0,0.01143,,other_connections,baseload,ce_more_baseload,False,,,0.5,,,
3279,2059,micro_hydro_apb4,water,2267.6,50.0,0.6,50,50,0.1,0,0.0,0.01,APB4,0.0,0,0.01143,,other_connections,baseload,ce_more_baseload,False,,,0.5,,,
3280,2060,micro_hydro_apb4,water,2259.0,50.0,0.6,50,50,0.1,0,0.0,0.01,APB4,0.0,0,0.01143,,other_connections,baseload,ce_more_baseload,False,,,0.5,,,
3281,2025,micro_hydro_apb5,water,2629.0,50.0,0.6,50,50,0.1,0,0.0,0.01,APB5,0.0,0,0.00267,,other_connections,baseload,ce_more_baseload,False,,,0.5,,,
3282,2026,micro_hydro_apb5,water,2608.0,50.0,0.6,50,50,0.1,0,0.0,0.01,APB5,0.0,0,0.00267,,other_connections,baseload,ce_more_baseload,False,,,0.5,,,
3283,2027,micro_hydro_apb5,water,2587.0,50.0,0.6,50,50,0.1,0,0.0,0.01,APB5,0.0,0,0.00267,,other_connections,baseload,ce_more_baseload,False,,,0.5,,,
3284,2028,micro_hydro_apb5,water,2566.0,50.0,0.6,50,50,0.1,0,0.0,0.01,APB5,0.0,0,0.00267,,other_connections,baseload,ce_more_baseload,False,,,0.5,,,
3285,2029,micro_hydro_apb5,water,2545.0,50.0,0.6,50,50,0.1,0,0.0,0.01,APB5,0.0,0,0.00267,,other_connections,baseload,ce_more_baseload,False,,,0.5,,,
3286,2030,micro_hydro_apb5,water,2524.0,50.0,0.6,50,50,0.1,0,0.0,0.01,APB5,0.0,0,0.00267,,other_connections,baseload,ce_more_baseload,False,,,0.5,,,
3287,2031,micro_hydro_apb5,water,2515.1,50.0,0.6,50,50,0.1,0,0.0,0.01,APB5,0.0,0,0.00267,,other_connections,baseload,ce_more_baseload,False,,,0.5,,,
3288,2032,micro_hydro_apb5,water,2506.2,50.0,0.6,50,50,0.1,0,0.0,0.01,APB5,0.0,0,0.00267,,other_connections,baseload,ce_more_baseload,False,,,0.5,,,
3289,2033,micro_hydro_apb5,water,2497.3,50.0,0.6,50,50,0.1,0,0.0,0.01,APB5,0.0,0,0.00267,,other_connections,baseload,ce_more_baseload,False,,,0.5,,,
3290,2034,micro_hydro_apb5,water,2488.4,50.0,0.6,50,50,0.1,0,0.0,0.01,APB5,0.0,0,0.00267,,other_connections,baseload,ce_more_baseload,False,,,0.5,,,
3291,2035,micro_hydro_apb5,water,2479.5,50.0,0.6,50,50,0.1,0,0.0,0.01,APB5,0.0,0,0.00267,,other_connections,baseload,ce_more_baseload,False,,,0.5,,,
3292,2036,micro_hydro_apb5,water,2470.6,50.0,0.6,50,50,0.1,0,0.0,0.01,APB5,0.0,0,0.00267,,other_connections,baseload,ce_more_baseload,False,,,0.5,,,
3293,2037,micro_hydro_apb5,water,2461.7,50.0,0.6,50,50,0.1,0,0.0,0.01,APB5,0.0,0,0.00267,,other_connections,baseload,ce_more_baseload,False,,,0.5,,,
3294,2038,micro_hydro_apb5,water,2452.8,50.0,0.6,50,50,0.1,0,0.0,0.01,APB5,0.0,0,0.00267,,other_connections,baseload,ce_more_baseload,False,,,0.5,,,
3295,2039,micro_hydro_apb5,water,2443.9,50.0,0.6,50,50,0.1,0,0.0,0.01,APB5,0.0,0,0.00267,,other_connections,baseload,ce_more_baseload,False,,,0.5,,,
3296,2040,micro_hydro_apb5,water,2435.0,50.0,0.6,50,50,0.1,0,0.0,0.01,APB5,0.0,0,0.00267,,other_connections,baseload,ce_more_baseload,False,,,0.5,,,
3297,2041,micro_hydro_apb5,water,2426.0,50.0,0.6,50,50,0.1,0,0.0,0.01,APB5,0.0,0,0.00267,,other_connections,baseload,ce_more_baseload,False,,,0.5,,,
3298,2042,micro_hydro_apb5,water,2417.0,50.0,0.6,50,50,0.1,0,0.0,0.01,APB5,0.0,0,0.00267,,other_connections,baseload,ce_more_baseload,False,,,0.5,,,
3299,2043,micro_hydro_apb5,water,2408.0,50.0,0.6,50,50,0.1,0,0.0,0.01,APB5,0.0,0,0.00267,,other_connections,baseload,ce_more_baseload,False,,,0.5,,,
3300,2044,micro_hydro_apb5,water,2399.0,50.0,0.6,50,50,0.1,0,0.0,0.01,APB5,0.0,0,0.00267,,other_connections,baseload,ce_more_baseload,False,,,0.5,,,
3301,2045,micro_hydro_apb5,water,2390.0,50.0,0.6,50,50,0.1,0,0.0,0.01,APB5,0.0,0,0.00267,,other_connections,baseload,ce_more_baseload,False,,,0.5,,,
3302,2046,micro_hydro_apb5,water,2381.0,50.0,0.6,50,50,0.1,0,0.0,0.01,APB5,0.0,0,0.00267,,other_connections,baseload,ce_more_baseload,False,,,0.5,,,
3303,2047,micro_hydro_apb5,water,2372.0,50.0,0.6,50,50,0.1,0,0.0,0.01,APB5,0.0,0,0.00267,,other_connections,baseload,ce_more_baseload,False,,,0.5,,,
3304,2048,micro_hydro_apb5,water,2363.0,50.0,0.6,50,50,0.1,0,0.0,0.01,APB5,0.0,0,0.00267,,other_connections,baseload,ce_more_baseload,False,,,0.5,,,
3305,2049,micro_hydro_apb5,water,2354.0,50.0,0.6,50,50,0.1,0,0.0,0.01,APB5,0.0,0,0.00267,,other_connections,baseload,ce_more_baseload,False,,,0.5,,,
3306,2050,micro_hydro_apb5,water,2345.0,50.0,0.6,50,50,0.1,0,0.0,0.01,APB5,0.0,0,0.00267,,other_connections,baseload,ce_more_baseload,False,,,0.5,,,
3307,2051,micro_hydro_apb5,water,2336.4,50.0,0.6,50,50,0.1,0,0.0,0.01,APB5,0.0,0,0.00267,,other_connections,baseload,ce_more_baseload,False,,,0.5,,,
3308,2052,micro_hydro_apb5,water,2327.8,50.0,0.6,50,50,0.1,0,0.0,0.01,APB5,0.0,0,0.00267,,other_connections,baseload,ce_more_baseload,False,,,0.5,,,
3309,2053,micro_hydro_apb5,water,2319.2,50.0,0.6,50,50,0.1,0,0.0,0.01,APB5,0.0,0,0.00267,,other_connections,baseload,ce_more_baseload,False,,,0.5,,,
3310,2054,micro_hydro_apb5,water,2310.6,50.0,0.6,50,50,0.1,0,0.0,0.01,APB5,0.0,0,0.00267,,other_connections,baseload,ce_more_baseload,False,,,0.5,,,
3311,2055,micro_hydro_apb5,water,2302.0,50.0,0.6,50,50,0.1,0,0.0,0.01,APB5,0.0,0,0.00267,,other_connections,baseload,ce_more_baseload,False,,,0.5,,,
3312,2056,micro_hydro_apb5,water,2293.4,50.0,0.6,50,50,0.1,0,0.0,0.01,APB5,0.0,0,0.00267,,other_connections,baseload,ce_more_baseload,False,,,0.5,,,
3313,2057,micro_hydro_apb5,water,2284.8,50.0,0.6,50,50,0.1,0,0.0,0.01,APB5,0.0,0,0.00267,,other_connections,baseload,ce_more_baseload,False,,,0.5,,,
3314,2058,micro_hydro_apb5,water,2276.2,50.0,0.6,50,50,0.1,0,0.0,0.01,APB5,0.0,0,0.00267,,other_connections,baseload,ce_more_baseload,False,,,0.5,,,
3315,2059,micro_hydro_apb5,water,2267.6,50.0,0.6,50,50,0.1,0,0.0,0.01,APB5,0.0,0,0.00267,,other_connections,baseload,ce_more_baseload,False,,,0.5,,,
3316,2060,micro_hydro_apb5,water,2259.0,50.0,0.6,50,50,0.1,0,0.0,0.01,APB5,0.0,0,0.00267,,other_connections,baseload,ce_more_baseload,False,,,0.5,,,
3317,2025,coal_apb1,black coal,1682.64,49.43,1.47,30,30,0.1,0,9.73,0.1,APB1,0.0,0,8.98778743806532,8.98778743806532,fossil_connection,baseload,ce_more_baseload,False,coal_apb1,0.4,0.04,57.0,,
3318,2025,coal_apb1,black coal,1682.64,49.43,1.47,30,30,0.1,0,9.73,0.1,APB1,0.0,0,8.98778743806532,8.98778743806532,fossil_connection,flexible,"default,ce_2025_2060",False,coal_apb1,0.4,0.04,57.0,,
3319,2025,coal_apb2,black coal,1682.64,49.43,1.47,30,30,0.1,0,9.73,0.1,APB2,0.0,0,3.66357011533028,3.66357011533028,fossil_connection,baseload,ce_more_baseload,False,coal_apb2,0.4,0.04,57.0,,
3320,2025,coal_apb2,black coal,1682.64,49.43,1.47,30,30,0.1,0,9.73,0.1,APB2,0.0,0,3.66357011533028,3.66357011533028,fossil_connection,flexible,"default,ce_2025_2060",False,coal_apb2,0.4,0.04,57.0,,
3321,2025,coal_apb3,black coal,1682.64,49.43,1.47,30,30,0.1,0,9.73,0.1,APB3,0.0,0,10.6490768137637,10.6490768137637,fossil_connection,baseload,ce_more_baseload,False,coal_apb3,0.4,0.04,57.0,,
3322,2025,coal_apb3,black coal,1682.64,49.43,1.47,30,30,0.1,0,9.73,0.1,APB3,0.0,0,10.6490768137637,10.6490768137637,fossil_connection,flexible,"default,ce_2025_2060",False,coal_apb3,0.4,0.04,57.0,,
3323,2025,coal_apb4,black coal,1682.64,49.43,1.47,30,30,0.1,0,9.73,0.1,APB4,0.0,0,6.750259046856,6.750259046856,fossil_connection,baseload,ce_more_baseload,False,coal_apb4,0.4,0.04,57.0,,
3324,2025,coal_apb4,black coal,1682.64,49.43,1.47,30,30,0.1,0,9.73,0.1,APB4,0.0,0,6.750259046856,6.750259046856,fossil_connection,flexible,"default,ce_2025_2060",False,coal_apb4,0.4,0.04,57.0,,
3325,2025,coal_apb5,black coal,1682.64,49.43,1.47,30,30,0.1,0,9.73,0.1,APB5,0.0,0,0.406706585984664,0.406706585984664,fossil_connection,baseload,ce_more_baseload,False,coal_apb5,0.4,0.04,57.0,,
3326,2025,coal_apb5,black coal,1682.64,49.43,1.47,30,30,0.1,0,9.73,0.1,APB5,0.0,0,0.406706585984664,0.406706585984664,fossil_connection,flexible,"default,ce_2025_2060",False,coal_apb5,0.4,0.04,57.0,,
3327,2025,gas_ccgt_apb1,gas,1135.78,28.18,2.73,25,25,0.1,0,6.43,0.1,APB1,0.0,0,5.07423988351361,5.07423988351361,fossil_connection,baseload,ce_more_baseload,False,gas_ccgt_apb1,0.45,0.2,90.0,,
3328,2025,gas_ccgt_apb1,gas,1135.78,28.18,2.73,25,25,0.1,0,6.43,0.1,APB1,0.0,0,5.07423988351361,5.07423988351361,fossil_connection,flexible,"default,ce_2025_2060",False,gas_ccgt_apb1,0.45,0.2,90.0,,
3329,2025,gas_ccgt_apb2,gas,1135.78,28.18,2.73,25,25,0.1,0,6.43,0.1,APB2,0.0,0,4.55972920158227,4.55972920158227,fossil_connection,baseload,ce_more_baseload,False,gas_ccgt_apb2,0.45,0.2,90.0,,
3330,2025,gas_ccgt_apb2,gas,1135.78,28.18,2.73,25,25,0.1,0,6.43,0.1,APB2,0.0,0,4.55972920158227,4.55972920158227,fossil_connection,flexible,"default,ce_2025_2060",False,gas_ccgt_apb2,0.45,0.2,90.0,,
3331,2025,gas_ccgt_apb3,gas,1135.78,28.18,2.73,25,25,0.1,0,6.43,0.1,APB3,0.0,0,1.64079208780158,1.64079208780158,fossil_connection,baseload,ce_more_baseload,False,gas_ccgt_apb3,0.45,0.2,90.0,,
3332,2025,gas_ccgt_apb3,gas,1135.78,28.18,2.73,25,25,0.1,0,6.43,0.1,APB3,0.0,0,1.64079208780158,1.64079208780158,fossil_connection,flexible,"default,ce_2025_2060",False,gas_ccgt_apb3,0.45,0.2,90.0,,
3333,2025,gas_ccgt_apb4,gas,1135.78,28.18,2.73,25,25,0.1,0,6.43,0.1,APB4,0.0,0,2.56649208205732,2.56649208205732,fossil_connection,baseload,ce_more_baseload,False,gas_ccgt_apb4,0.45,0.2,90.0,,
3334,2025,gas_ccgt_apb4,gas,1135.78,28.18,2.73,25,25,0.1,0,6.43,0.1,APB4,0.0,0,2.56649208205732,2.56649208205732,fossil_connection,flexible,"default,ce_2025_2060",False,gas_ccgt_apb4,0.45,0.2,90.0,,
3335,2025,gas_ccgt_apb5,gas,1135.78,28.18,2.73,25,25,0.1,0,6.43,0.1,APB5,0.0,0,0.105324602237735,0.105324602237735,fossil_connection,baseload,ce_more_baseload,False,gas_ccgt_apb5,0.45,0.2,90.0,,
3336,2025,gas_ccgt_apb5,gas,1135.78,28.18,2.73,25,25,0.1,0,6.43,0.1,APB5,0.0,0,0.105324602237735,0.105324602237735,fossil_connection,flexible,"default,ce_2025_2060",False,gas_ccgt_apb5,0.45,0.2,90.0,,
3337,2025,gas_ocgt_apb1,gas,1177.85,27.87,3.79,25,25,0.1,0,10.91,0.1,APB1,0.0,0,0.105448513534485,0.105448513534485,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,gas_ocgt_apb1,0.4,0.2,25.0,,
3338,2025,gas_ocgt_apb2,gas,1177.85,27.87,3.79,25,25,0.1,0,10.91,0.1,APB2,0.0,0,0.0,0.0,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,gas_ocgt_apb2,0.4,0.2,25.0,,
3339,2025,gas_ocgt_apb3,gas,1177.85,27.87,3.79,25,25,0.1,0,10.91,0.1,APB3,0.0,0,0.0,0.0,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,gas_ocgt_apb3,0.4,0.2,25.0,,
3340,2025,gas_ocgt_apb4,gas,1177.85,27.87,3.79,25,25,0.1,0,10.91,0.1,APB4,0.0,0,0.0320104183271544,0.0320104183271544,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,gas_ocgt_apb4,0.4,0.2,25.0,,
3341,2025,gas_ocgt_apb5,gas,1177.85,27.87,3.79,25,25,0.1,0,10.91,0.1,APB5,0.0,0,0.620403210945844,0.620403210945844,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,gas_ocgt_apb5,0.4,0.2,25.0,,
3342,2026,coal_apb1,black coal,1672.122,49.43,1.47,30,30,0.1,0,9.73,0.1,APB1,0.0,0,8.98778743806532,8.98778743806532,fossil_connection,baseload,ce_more_baseload,False,coal_apb1,0.4,0.04,57.0,,
3343,2026,coal_apb1,black coal,1672.122,49.43,1.47,30,30,0.1,0,9.73,0.1,APB1,0.0,0,8.98778743806532,8.98778743806532,fossil_connection,flexible,"default,ce_2025_2060",False,coal_apb1,0.4,0.04,57.0,,
3344,2026,coal_apb2,black coal,1672.122,49.43,1.47,30,30,0.1,0,9.73,0.1,APB2,0.0,0,3.66357011533028,3.66357011533028,fossil_connection,baseload,ce_more_baseload,False,coal_apb2,0.4,0.04,57.0,,
3345,2026,coal_apb2,black coal,1672.122,49.43,1.47,30,30,0.1,0,9.73,0.1,APB2,0.0,0,3.66357011533028,3.66357011533028,fossil_connection,flexible,"default,ce_2025_2060",False,coal_apb2,0.4,0.04,57.0,,
3346,2026,coal_apb3,black coal,1672.122,49.43,1.47,30,30,0.1,0,9.73,0.1,APB3,0.0,0,10.6490768137637,10.6490768137637,fossil_connection,baseload,ce_more_baseload,False,coal_apb3,0.4,0.04,57.0,,
3347,2026,coal_apb3,black coal,1672.122,49.43,1.47,30,30,0.1,0,9.73,0.1,APB3,0.0,0,10.6490768137637,10.6490768137637,fossil_connection,flexible,"default,ce_2025_2060",False,coal_apb3,0.4,0.04,57.0,,
3348,2026,coal_apb4,black coal,1672.122,49.43,1.47,30,30,0.1,0,9.73,0.1,APB4,0.0,0,6.750259046856,6.750259046856,fossil_connection,baseload,ce_more_baseload,False,coal_apb4,0.4,0.04,57.0,,
3349,2026,coal_apb4,black coal,1672.122,49.43,1.47,30,30,0.1,0,9.73,0.1,APB4,0.0,0,6.750259046856,6.750259046856,fossil_connection,flexible,"default,ce_2025_2060",False,coal_apb4,0.4,0.04,57.0,,
3350,2026,coal_apb5,black coal,1672.122,49.43,1.47,30,30,0.1,0,9.73,0.1,APB5,0.0,0,0.406706585984664,0.406706585984664,fossil_connection,baseload,ce_more_baseload,False,coal_apb5,0.4,0.04,57.0,,
3351,2026,coal_apb5,black coal,1672.122,49.43,1.47,30,30,0.1,0,9.73,0.1,APB5,0.0,0,0.406706585984664,0.406706585984664,fossil_connection,flexible,"default,ce_2025_2060",False,coal_apb5,0.4,0.04,57.0,,
3352,2026,gas_ccgt_apb1,gas,1125.264,28.18,2.73,25,25,0.1,0,6.43,0.1,APB1,0.0,0,5.143256315061,5.143256315061,fossil_connection,baseload,ce_more_baseload,False,gas_ccgt_apb1,0.45,0.2,90.0,,
3353,2026,gas_ccgt_apb1,gas,1125.264,28.18,2.73,25,25,0.1,0,6.43,0.1,APB1,0.0,0,5.143256315061,5.143256315061,fossil_connection,flexible,"default,ce_2025_2060",False,gas_ccgt_apb1,0.45,0.2,90.0,,
3354,2026,gas_ccgt_apb2,gas,1125.264,28.18,2.73,25,25,0.1,0,6.43,0.1,APB2,0.0,0,4.62174760148845,4.62174760148845,fossil_connection,baseload,ce_more_baseload,False,gas_ccgt_apb2,0.45,0.2,90.0,,
